relative_time,BarometerSensor
14293,1005.5671691894531
14360,1005.5671691894531
14428,1005.5671691894531
14492,1005.5671691894531
14559,1005.5671691894531
14627,1005.7325744628906
14692,1005.7325744628906
14759,1005.7325744628906
14827,1005.7325744628906
14893,1005.7325744628906
14959,1005.7325744628906
15027,1005.7325744628906
15093,1005.7325744628906
15159,1005.7325744628906
15228,1005.7325744628906
15293,1005.7325744628906
15359,1005.7325744628906
15428,1005.7325744628906
15493,1005.7325744628906
15559,1005.7325744628906
15628,1005.9515380859375
15692,1005.9515380859375
15759,1005.9515380859375
15827,1005.9515380859375
15892,1005.9515380859375
15959,1005.9515380859375
16026,1005.9515380859375
16093,1005.9515380859375
16160,1005.9515380859375
16227,1005.9515380859375
16292,1005.9515380859375
16360,1005.9515380859375
16427,1005.9515380859375
16492,1005.9515380859375
16559,1006.2036895751953
16628,1006.2036895751953
16693,1006.2036895751953
16759,1006.2036895751953
16827,1006.2036895751953
16892,1006.2036895751953
16959,1006.2036895751953
17026,1006.2036895751953
17093,1006.2036895751953
17159,1006.2036895751953
17226,1006.2036895751953
17293,1006.2036895751953
17359,1006.2036895751953
17427,1006.2036895751953
17492,1006.4781951904297
17559,1006.4781951904297
17628,1006.4781951904297
17692,1006.4781951904297
17759,1006.4781951904297
17826,1006.4781951904297
17892,1006.4781951904297
17959,1006.4781951904297
18027,1006.4781951904297
18092,1006.4781951904297
18160,1006.4781951904297
18227,1006.4781951904297
18292,1006.4781951904297
18359,1006.4781951904297
18426,1006.7579650878906
18493,1006.7579650878906
18559,1006.7579650878906
18627,1006.7579650878906
18692,1006.7579650878906
18759,1006.7579650878906
18825,1006.7579650878906
18892,1006.7579650878906
18959,1006.7579650878906
19027,1006.7579650878906
19092,1006.7579650878906
19159,1006.7579650878906
19227,1006.7579650878906
19292,1006.7579650878906
19359,1007.0411682128906
19426,1007.0411682128906
19492,1007.0411682128906
19559,1007.0411682128906
19626,1007.0411682128906
19693,1007.0411682128906
19759,1007.0411682128906
19826,1007.0411682128906
19892,1007.0411682128906
19959,1007.0411682128906
20027,1007.0411682128906
20092,1007.0411682128906
20159,1007.0411682128906
20225,1007.0411682128906
20293,1007.3181915283203
20359,1007.3181915283203
20425,1007.3181915283203
20493,1007.3181915283203
20559,1007.3181915283203
20625,1007.3181915283203
20693,1007.3181915283203
20759,1007.3181915283203
20825,1007.3181915283203
20893,1007.3181915283203
20959,1007.3181915283203
21027,1007.3181915283203
21092,1007.3181915283203
21159,1007.3181915283203
21226,1007.5928497314453
21292,1007.5928497314453
21359,1007.5928497314453
21426,1007.5928497314453
21492,1007.5928497314453
21560,1007.5928497314453
21627,1007.5928497314453
21692,1007.5928497314453
21759,1007.5928497314453
21825,1007.5928497314453
21892,1007.5928497314453
21959,1007.5928497314453
22027,1007.5928497314453
22092,1007.5928497314453
22159,1007.8653717041016
22227,1007.8653717041016
22292,1007.8653717041016
22359,1007.8653717041016
22426,1007.8653717041016
22492,1007.8653717041016
22559,1007.8653717041016
22627,1007.8653717041016
22692,1007.8653717041016
22759,1007.8653717041016
22826,1007.8653717041016
22892,1007.8653717041016
22959,1007.8653717041016
23027,1007.8653717041016
23092,1008.1430053710938
23159,1008.1430053710938
23227,1008.1430053710938
23292,1008.1430053710938
23359,1008.1430053710938
23427,1008.1430053710938
23492,1008.1430053710938
23559,1008.1430053710938
23625,1008.1430053710938
23693,1008.1430053710938
23759,1008.1430053710938
23825,1008.1430053710938
23892,1008.1430053710938
23959,1008.1430053710938
24025,1008.1430053710938
24092,1008.4182739257812
24159,1008.4182739257812
24227,1008.4182739257812
24292,1008.4182739257812
24359,1008.4182739257812
24427,1008.4182739257812
24492,1008.4182739257812
24559,1008.4182739257812
24625,1008.4182739257812
24692,1008.4182739257812
24759,1008.4182739257812
24825,1008.4182739257812
24893,1008.4182739257812
24959,1008.4182739257812
25027,1008.6895751953125
25092,1008.6895751953125
25159,1008.6895751953125
25226,1008.6895751953125
25292,1008.6895751953125
25359,1008.6895751953125
25427,1008.6895751953125
25492,1008.6895751953125
25559,1008.6895751953125
25627,1008.6895751953125
25692,1008.6895751953125
25759,1008.6895751953125
25827,1008.6895751953125
25892,1008.6895751953125
25959,1008.9683532714844
26025,1008.9683532714844
26092,1008.9683532714844
26159,1008.9683532714844
26226,1008.9683532714844
26292,1008.9683532714844
26360,1008.9683532714844
26427,1008.9683532714844
26492,1008.9683532714844
26559,1008.9683532714844
26625,1008.9683532714844
26692,1008.9683532714844
26759,1008.9683532714844
26826,1008.9683532714844
26892,1009.2586517333984
26959,1009.2586517333984
27027,1009.2586517333984
27092,1009.2586517333984
27159,1009.2586517333984
27226,1009.2586517333984
27292,1009.2586517333984
27359,1009.2586517333984
27427,1009.2586517333984
27492,1009.2586517333984
27559,1009.2586517333984
27626,1009.2586517333984
27692,1009.2586517333984
27759,1009.2586517333984
27827,1009.5464324951172
27892,1009.5464324951172
27960,1009.5464324951172
28025,1009.5464324951172
28092,1009.5464324951172
28159,1009.5464324951172
28225,1009.5464324951172
28292,1009.5464324951172
28359,1009.5464324951172
28426,1009.5464324951172
28492,1009.5464324951172
28559,1009.5464324951172
28627,1009.5464324951172
28692,1009.5464324951172
28759,1009.8263549804688
28825,1009.8263549804688
28892,1009.8263549804688
28959,1009.8263549804688
29027,1009.8263549804688
29092,1009.8263549804688
29159,1009.8263549804688
29227,1009.8263549804688
29292,1009.8263549804688
29359,1009.8263549804688
29425,1009.8263549804688
29492,1009.8263549804688
29559,1009.8263549804688
29625,1009.8263549804688
29692,1010.0880432128906
29759,1010.0880432128906
29827,1010.0880432128906
29892,1010.0880432128906
29959,1010.0880432128906
30025,1010.0880432128906
30092,1010.0880432128906
30159,1010.0880432128906
30227,1010.0880432128906
30292,1010.0880432128906
30360,1010.0880432128906
30425,1010.0880432128906
30492,1010.0880432128906
30559,1010.0880432128906
30625,1010.3171539306641
30692,1010.3171539306641
30759,1010.3171539306641
30827,1010.3171539306641
30892,1010.3171539306641
30959,1010.3171539306641
31026,1010.3171539306641
31092,1010.3171539306641
31159,1010.3171539306641
31227,1010.3171539306641
31292,1010.3171539306641
31359,1010.3171539306641
31427,1010.3171539306641
31492,1010.3171539306641
31559,1010.4930877685547
31625,1010.4930877685547
31692,1010.4930877685547
31759,1010.4930877685547
31825,1010.4930877685547
31892,1010.4930877685547
31959,1010.4930877685547
32027,1010.4930877685547
32092,1010.4930877685547
32159,1010.4930877685547
32228,1010.4930877685547
32292,1010.4930877685547
32359,1010.4930877685547
32427,1010.4930877685547
32492,1010.6166076660156
32559,1010.6166076660156
32626,1010.6166076660156
32692,1010.6166076660156
32759,1010.6166076660156
32825,1010.6166076660156
32892,1010.6166076660156
32959,1010.6166076660156
33027,1010.6166076660156
33092,1010.6166076660156
33159,1010.6166076660156
33225,1010.6166076660156
33292,1010.6166076660156
33359,1010.6166076660156
33427,1010.6166076660156
33492,1010.6910705566406
33559,1010.6910705566406
33627,1010.6910705566406
33692,1010.6910705566406
33759,1010.6910705566406
33825,1010.6910705566406
33892,1010.6910705566406
33959,1010.6910705566406
34027,1010.6910705566406
34092,1010.6910705566406
34159,1010.6910705566406
34227,1010.6910705566406
34292,1010.6910705566406
34359,1010.6910705566406
34425,1010.7332611083984
34492,1010.7332611083984
34560,1010.7332611083984
34625,1010.7332611083984
34692,1010.7332611083984
34759,1010.7332611083984
34825,1010.7332611083984
34892,1010.7332611083984
34959,1010.7332611083984
35025,1010.7332611083984
35092,1010.7332611083984
35159,1010.7332611083984
35227,1010.7332611083984
35292,1010.7332611083984
35359,1010.7505035400391
35427,1010.7505035400391
35492,1010.7505035400391
35559,1010.7505035400391
35627,1010.7505035400391
35692,1010.7505035400391
35759,1010.7505035400391
35827,1010.7505035400391
35892,1010.7505035400391
35959,1010.7505035400391
36025,1010.7505035400391
36092,1010.7505035400391
36159,1010.7505035400391
36227,1010.7505035400391
36292,1010.7563781738281
36359,1010.7563781738281
36427,1010.7563781738281
36492,1010.7563781738281
36559,1010.7563781738281
36627,1010.7563781738281
36692,1010.7563781738281
36759,1010.7563781738281
36825,1010.7563781738281
36892,1010.7563781738281
36959,1010.7563781738281
37027,1010.7563781738281
37092,1010.7563781738281
37159,1010.7563781738281
37227,1010.7614135742188
37292,1010.7614135742188
37359,1010.7614135742188
37425,1010.7614135742188
37492,1010.7614135742188
37559,1010.7614135742188
37628,1010.7614135742188
37692,1010.7614135742188
37759,1010.7614135742188
37827,1010.7614135742188
37892,1010.7614135742188
37959,1010.7614135742188
38027,1010.7614135742188
38092,1010.7614135742188
38159,1010.7643890380859
38225,1010.7643890380859
38292,1010.7643890380859
38359,1010.7643890380859
38427,1010.7643890380859
38492,1010.7643890380859
38559,1010.7643890380859
38628,1010.7643890380859
38692,1010.7643890380859
38759,1010.7643890380859
38827,1010.7643890380859
38892,1010.7643890380859
38959,1010.7643890380859
39027,1010.7643890380859
39092,1010.7651519775391
39159,1010.7651519775391
39227,1010.7651519775391
39292,1010.7651519775391
39359,1010.7651519775391
39425,1010.7651519775391
39492,1010.7651519775391
39559,1010.7651519775391
39627,1010.7651519775391
39692,1010.7651519775391
39759,1010.7651519775391
39825,1010.7651519775391
39892,1010.7651519775391
39959,1010.7651519775391
40027,1010.7651519775391
40092,1010.7651519775391
40159,1010.7651519775391
40226,1010.7651519775391
40292,1010.7651519775391
40359,1010.7651519775391
40425,1010.7651519775391
40492,1010.7651519775391
40559,1010.7651519775391
40625,1010.7651519775391
40692,1010.7651519775391
40759,1010.7651519775391
40827,1010.7651519775391
40892,1010.7651519775391
40959,1010.7637023925781
41027,1010.7637023925781
41092,1010.7637023925781
41159,1010.7637023925781
41227,1010.7637023925781
41292,1010.7637023925781
41359,1010.7637023925781
41427,1010.7637023925781
41492,1010.7637023925781
41559,1010.7637023925781
